channel_id	name	weight
UCdk2aPPHsc3LgxEW4dJDgJw	WellHeyProductions	6
UCeuXfjMWsECbeoqi-jxARKw	Kitten RH	2
UCy5AC5W4nDrVhvx6VRi_Cbw	CreepyRainbowPasta	4
UCqKZHoC2iRA6CQA5cOL-crg	Paranormal Mango	3
UCpHlXXIkbUlDJFpMbAiZLVw	Backlit Rabbit	2
UCjXgGxaZ2NrwOdVhODyXLPQ	Zombie Doll	1
UCeOY0JF2so8f67ZLyGeS6xQ	MissShadowLovely	5
UC8afTg46I49sPuCy4EjXopA	MeeZy StudioZ	1
UCLCmJiSbIoa_ZFiBOBDf6ZA	TobyGames	3
UCmuK_ntZEGCXOmnfZW_LWnw	Feast Of Fiction	3
UCwq2U0M74JVfgqh9i7tYZ_w	RocketJump 2	2
UCtTF3twiyiBWYOQ79CYM30A	Jimmy2	1
UC-YYNJ1NkWHel_O-ydZz1_g	meghantonjes	3
UCn-JT4kcfMTYc2-oDhLbU_Q	LifesizeBeauty	1
UCuMoHhV567zxcMvFtWHGbBw	mikefalzone	7
UCvO1kdxWZtbr5mSZKtykdkQ	Daren Vongirdner	3
UC1nz5SoN8ug8ym_7VfUaoOg	gunnarolla	2
UCqnWki1ZxQDeMjd3r1964XQ	KeithWithoutACrew	1
UCJ1DXJuVkrvdeCCJ87Bci3g	Colossal Is Crazy	1
UCmMwQ1dpfAu4eYLWBiqF5lQ	HeyWatchYourMouth	1
UChc-m3saf8K2oJHDSsnsj_A	Elvis The Alien	1
UCKyCNNJMe7dqlHhA8TRbe2A	BionicPIG	1
UCny_vGt2N7_QJ5qBOAHxlcw	maxmoefoe	2
UCfbnTUxUech4P1XgYUwYuKA	Cold Ones	1
UCw8oPQaO3lJB41wSqUZ3aVA	kaileemckenzie	1
UC-8_sgAuwiihQ5lQfC3tewA	Tara E.	1
UCfMiQTbT6JsDF7Cutn5fa-A	Sammi Quinn	1
UCYSLahrFL9NwOjImstmnJqA	lindseyrem	1
UCm-aiTyTykWKPYfSRmwMhIQ	Kristee Vetter	1
UCyC-e_40wOJ1d63GAcjhcVw	StyleHaul	3
UCuQKEUXq7cH4pLcKToFcR8A	thesegirlstheseries	2
UCa-X6dvRBmrUSP3sRTqHj7Q	Nuno Media	2
UCCeWWiegztMhL-DqyfG-FRg	Shira Lazar	1
UCYywZrVK-_L2ykii-rVeXzw	Andy Lalwani	1
UC-0Urs9tifl-7DDE1RLbBHQ	scarlxrd	1
UCzcHFgag255IsYnAIp7EbsQ	TXT Stories	1
UCNmXRwlQMlyXtLj-L9x3hLQ	OlanRogers	4
UCtTK007CgzZZXroYjY_UBRA	Arden Rose	2
UCZp5j0LWQCT5cO_vhkrW6kA	Bertie Gilbert	4
UCuInCtO3ampjhV_PYd1qJCA	Dom Fera	2
UC78zXJFimlWORdNrBS5pqGw	Sammy Paul	2
UCMzt_XP5b4vSU4IhgN2I-fg	Alexa Losey	1
UC_IVogVfsQkoJtEqX6TwqTg	crabstickz	4
UCV0Q5XoDann5uLJDkUjJ7Lw	Mary Doodles	2
UCoWtLHuh40kYXl3kOIM3cxA	Mitchell Davis	5
UC4ttjCkvhFDH5bYE4HZDEhA	Alli	1
UC_HzqiM0H4FM3-BMYKmjQ-w	DashieXP2	3
UCjE_77z4vqO3AJLkwYUfq-Q	RyansAverageLife	1
UCERUmrDh9hmqEXBsnYFNTIA	DashieGames	4
UCJ38NG3elqiea113-WFwHXA	NightmareCinemas	2
UCjkUsjn8wf7pMfj31_4YnWA	Tpindell	3
UCNfTbxFqaPTMs9-2X_LxeBg	Joey Engelman	1
UCAaUVu8vYss8zCaC0WuA9jA	Caspar	2
UCumWiQfmYoCPtnf_nAXpNYA	J.D. Witherspoon	1
UCCqt6v910griyXnCYEh1XLg	TotallyTristan	2
UC6cVnqiOWhv0MwzPqSI9PSA	Beatbox Hitman	1
UCO-WnxCevYLBjlvdXEyqggw	Dennis Roady	4
UCkreGa7A99rho2K1bKXO4YA	Dennis Roady Games	2
UC1KPy3cAAj0i0RIFC_SzjMg	VitalyzdTv	4
UCP9ma95lbHYbjzPKTfiNgRQ	Rich Ferguson	2
UCtBveJI6Ff3U2s12sOxa4wg	Steve-O TV	1
UCuAcfy-GKYd1SPj8iEtA3Zw	Dudesons	2
UCytZlLB3uBn2XFfXlN25zPg	JOOGSQUAD PPJT	1
UCGAY8t6KCq0tXyBFfjXeHZw	Ed Bassmaster	4
UC-SV8-bUJfXjrRMnp7F8Wzw	Roman Atwood Vlogs	1
UCOmvMNbx8mTjcy_xRn3oiZw	MabeInAmerica	2
UCegEbxS54ee3fh19N56cG2A	JEROME JARRE	1
UCm9AvxU_zDbAiF4a-4FuGYw	Original Gamer	2
UCfDoPEgiYTMmraXj8HS7s4g	Kevin Smith	1
UCJQL1Fai-9GlVunsbP4x8Pg	MyHarto	6
UCspJ-h5Mw9_zeEhJDzMpkkA	Furious Pete	2
UCUxc0iEpV8wZV4WLOui0RwQ	Gabriel Iglesias	1
UCMgCvJ3_QahXgvwj6LjOd-w	Soldier Knows Best	3
UCmUNy7Ry5VAZH-8qojtYaTg	OMGFactsOfficial	1
UCiC9uvJxy0Ax5-jcd5QDkmA	JLE	2
UCw01n_EcTet_anW2Qq4nzCA	Mars Rising	3
UCfjyJraWXPlx9Q-69Csi7cA	MusclesGlasses	3
UC60-XKKRLqYGlmUB_ZdbhIQ	PeterChaoTime	2
UChIRODq9JgrQps5RyvRX3Lg	PeterChaoGames	2
UCGwcH4qnJ2qM_ZJUSFcAMAA	JianHao Tan	1
UC-f8te7uW8ra2GRomyUVf2w	AbdellahKafile	1
UCTs59UCfP4YLUt6pDR_uLtg	IFHT Films	2
UCC2Td13pvYSnVSOghFMP9oA	Peter Brown	2
UCpw34U5B3F5AG5kibsCjejg	Derek Howe	1
UCnKOTwXjtCnXSEqLiThhhng	Ownage Pranks Extras	2
UCIuaHYyTq9wpXVWVR3xBISw	OwnageHimself	2
UCTbC3hJmqKotBt4s2BGRjrA	Flula	1
UCLrUJGWaxhMEgGaHWXUK4Jw	NFEN	2
UCteaFmvcwIkppfVUHLJLmbA	vol1tion	1
UCZ6wVXvWuFOIPnSXn7_JidQ	Mario and Tiffy	2
UCyT6APaPTsFEwtEHu-oMqFA	TiffyQuake	3
UCRdMmSsi1jm-yjyOwcxOdoQ	redb15	2
UCKf22lP04KAEQzb_ZMwlV6Q	cybernova games	3
UCioP_1HEzgX525GZ7FoKJ6A	Mitty	1
UC6IijBsVf2PlWo_uq6P9wQw	Gloom	2
UCeBnbqt4VRhotq2TQjkIi2A	LaurenzSide	7
UCzYfz8uibvnB7Yc1LjePi4g	Aphmau	4
UCLvgfPElEhJrOuMsSXNZ0Rw	Utorak	1
UCGbuAbSys-10iPfvxtkcTCQ	ORIGIN PC	1
UCVdtW2E4vwvf8yh4FY5us9A	SSoHPKC	2
UC22TOQWJue006Lp6DB5QhDA	UberHaxorNova	3
UCHQESNIbXuQM-QUeMf7CFjQ	AllShamNoWow	1
UCYySZ3PFI7wT4-ltCmndtLA	FranDaMan1	1
UCoA6sve9kCsgyxpalxTiXRg	DoubleAyeeRon	1
UCBZnieP9QeqjUiWphZG27Tg	Zer0_ craic	1
UCoUmahSj6YHyUb8kuGR-lwg	Drumsy	4
UCIP_fceIVLXiYVfj0KyGsCA	Hidden.Masters	3
UCUpckPU6HFyuccqtZvyG4Lg	JGuily	2
UCBsPoD04EA89xOGRhJG9s5g	Meow Michelle	2
UCY4i6hCbtKBt-T_vesg_MdA	MrTechnicalDifficult	2
UCDXStxlb4KX2yKHH01sr9Ug	SilentDroidd	2
UCM90gMiLPlVnhSLhrdF_MZA	SoCloseToToast	2
UCAW-NpUFkMyCNrvRSSGIvDQ	Ninja	2
UCrgTEmBuoObZiEXvZ6r3PQg	CouRage	3
UCXBE_QQSZueB8082ml5fslg	TimTheTatman	2
UCS4RZ1dJRlDFPtdYpzrgclQ	Racingcatz	2
UCdQWs2nw6w77Rw0t-37a4OA	CaRtOoNz	2
UCObgw7K0mzkxaNroxQpKSDg	taltigolt	1
UCq6VFHwMzcMXbuKyG7SQYIg	penguinz0	2
UCSGAfZHrMDxHE31dFPlaTNw	SillyTavern	1
UC-_VTaWqRsZ1nzZLHQIGwQA	ImAnderZEL	1
UCUKMpHTtAG8bJY7bMSatNJg	MattShea	4
UCD4INvKvy83OXwAkRjaQKtw	Sips	1
UC6HFaHrumuF4Y1W6r0wZa7Q	Brozkii	1
UCnWoZzXb5bAeWX-JJQOq9uw	Petard	1
UCnGvDC6xz0XEseYW_SwToMg	Nexter's Lab	1
UCEW4XZHEfIRIybIUIgCHrLg	BestAtNothing	1
UChRO9Cl5hkrXyPpb4FbBpeg	Abnormal Sloth	1
UCpmu4uEZ8XcPjHdHh7_zFOg	ChilledChaosGAME	1
UCNa1RhfGat2xFji4DLiWt5w	tehsmarty	6
UCN-Klifn9C7kINwpIA0uOHw	GaLm	5
UCTcc3KiX3RYXhi96vI_jJPA	TheRPGMinx	6
UCeOUmAzHQi3xO7q7d92tA9g	Tomato's Trash	1
UCNMSCL9rDJJez6mP5gSpAPQ	BedBananas	8
UCNM3W16DLgPc6NR1xHs5xbw	Charborg	5
UCSGo5rqplxK98nabjmkc2yA	GoatBate	3
UCjaB_-YGGr1Dim_OWnehKMw	TearofGrace	2
UCde26fO9oRBfNjyCs59mmvA	Zuthar13	2
UC2P2-xPov0Adm5wHkXqfk0A	Zyke	3
UCzXwjTI6c6mVn6oui_p6oiw	SMii7Y	4
UCFn8xm9ydt3ZOyBECKmC79A	SattelizerGames	2
UCi-QR0jFereBXjU9SBxcdeg	Kryoz	3
UCOHBVUV8aDg4tQiHnUqi_QA	MathasGames	1
UCUfF2SXdGNXmi1XcZoqj8oQ	Craig Thompson	2
UC3YSK5WH8ZqimlIzc5iMc5Q	Mini Ladd Vault	2
UCfSUheoljDlGDjerRylO4Nw	Vindsvept, fantasy music	1
UCmu9PVIZBk-ZCi-Sk2F2utA	3kliksphilip	2
UCs3GloeEzu5rDlQlSLGrr4A	Sparkles	2
UCHLywIFGrNhgHxeI1dRpfOg	TrilluXe	2
UCK3kaNXbB57CLcyhtccV_yw	Jerma985	2
UCflF6tRIcBr4Q7E5-pq3VHw	Criken's Catalogue	1
UCe0DNp0mKMqrYVaTundyr9w	VaatiVidya	2
UCzORJV8l3FWY4cFO8ot-F2w	vinesauce	3
UCyWDmyZRjrGHeKF-ofFsT5Q	Internet Comment Etiquette with Erik	1
UCSKFuxhXiJjF49nwQGZuROQ	Geek Bomb	1
UClu2e7S8atp6tG2galK9hgg	BdoubleO100	4
UCEXFSf2qoF4ZNZ5sSBsYIkw	JERICHO	4
UCJTWU5K7kl9EE109HBeoldA	Generikb	4
UCHcOgmlVc0Ua5RI4pGoNB0w	Pungence	4
UCFYdCaiy3UqLDb9C_eCd__Q	skyzm	3
UCKJFm7hOPvqXZxkcUFbe6mg	GoldGlove Let's Plays	1
UC6oVY1-ogTqvXc1dlBw8oVg	Elgato Gaming	1
UCAlkmDyqb7fNYcFM-FIV9Fg	EntoanThePack	5
UCNwPE1qmvOcMvttpoRy1oRg	Tom Fawkes	3
UCfGyvxAlTR4loVbkW15vrkw	Bryce Games - Bryce McQuaid	2
UCd6WAfcm_fiRtTNlqSWGhqg	dlive22891	5
UCOishUlW3I83Ocp8rvJJTfQ	Starsnipe - Daily Videos	2
UCfmY02dgATqlZWos26b6JGQ	Hauntsii	2
UCgwS_Spogn3vlOFNUyTPIdw	Tejbz Spelar	1
UCmtQGojT9O2LVzVIVKDGEjw	Sp4zie	1
UCS6fU1w749zdEwIhJCxAc3g	luckySkillFaker	1
UC-E9H0FGoHs8k4HnDq-YU9w	Tom is Failing	1
UC0naX0h7T8AOmFq4LWA8ECg	Mikaela Pascal	3
UCpoDYb-HVwlfjbScD9DIEUQ	sheila curiel	1
UCOjl32QiWNkqd1C3ivLoqBw	Chlo	1
UCj8-bTNdDvDilM1zk9L_FPg	Noor Aldayeh	1
UC7Oj2L4QZp0NmGri6E66CZQ	Reece Scarpignato	1
UCN0qfe2EG-8omgV6qzpnjyg	Makayla Chin	2
UC_ZZzqzCV8TCWfTrnK15SaA	SQUASH	2
UCdtt8uYkhF6u2taU4ruTyrw	Troy Glass	1
UCMdWozpKxFvgCS716NrmS-w	ImMarksman	1
UCqx0NCbQMzYe-9qi04XDv3w	lolRenee	2
UCLiTe0aOHShx7hXGyqZ9UIw	Nat Geo Abu Dhabi	1
UCnmlG_YzRYzWzJbW2oDn_ow	National Geographic Latinoam\xc3\xa9rica	2
UCknXJIyiH70h5Q4kh2gkUFw	For Science	2
UCtMIJUcooRO5DgyPd_168XA	Nature Middle East	2
UCvCLdSgYdSTpWcOgEJgi-ng	Nature Research	1
UCVrfgLHHqTXdgM6STZbXy0A	SpringerVideos	2
UCNowWtw7oCZH3f0u2tF_wbw	BMC	2
UCYeF244yNGuFefuFKqxIAXw	The Royal Institution	1
UC7G5gJazvls-s8rb3hEfPyA	BYTEthinks	2
UCesjlAoEgN_Sz_cKTvKEmmw	Doktor Whatson	2
UChpvPIndYSuv_uf1KC4Prwg	LetsDenk	1
UCuo4TZpgNCAzEU2IAUFJBeg	RLScience	2
UC5E9-r42JlymhLPnDv2wHuA	Terra X Lesch & Co	2
UCzWQYUVCpZqtN93H8RR44Qw	Seeker	3
UCs4aHmggTfFrpkPcWSaBN9g	PBS Infinite Series	3
UC4eYXhJI4-7wSWc8UNRwD4A	NPR Music	1
UC7jxQ3qqvy-1tQoJ3ZRv0Aw	Masterpiece PBS	1
UCuKgGov3NifIuVhS3U3ZDbw	PBS KIDS for Parents	4
UCPQErRghCrtrbWOYiJA3okw	PBS Food	3
UCnDUknWztWaLs7motsqGwPg	Independent Lens	1
UCcBp_9YPyma4c3HTadmRJ3Q	Nature on PBS	1
UCrNnk0wFBnCS1awGjq_ijGQ	PBS KIDS	2
UCiB8h9jD2Mlxx96ZFnGDSJw	Origin Of Everything	2
UCsaEBhRsI6tmmz12fkSEYdw	Hot Mess	3
UCnxGkOGNMqQEUMvroOWps6Q	JRE Clips	1
UCEWrkBTDSYqJzQmp8gxQiMw	The Serfs	2
UCMCioqY4zblWt7Uw0E0VTGA	The Benjamin Dixon Show	2
UClt01z1wHHT7c5lKcU8pxRQ	hbomberguy	2
UCQpltQMhYFvyeS5M6P0Zg-Q	Creationist Cat	1
UCtlfyd1Xs9CtxfBNP9_IgAw	Cult of Dusty	1
UC0pCsHlEEmCfxllZSlRB2Og	Status Coup	1
UCrr7y8rEXb7_RiVniwvzk9w	Thought Slime	1
UC2PA-AKmVpU6NKCGtZq_rKQ	Philosophy Tube	2
UCxFWzKZa74SyAqpJyVlG5Ew	Kat Blaque	1
UC8aIq_l3wnoWDVu3sasgoew	Let The Madness Begin	1
UCTrecbx23AAYdmFHDkci0aQ	Undoomed	2
UCgGgkVyadk0TdxmVzYcAM-Q	Hugo and Jake	1
UCVtEytgcL5fZcSiKx-BjimQ	AlphaOmegaSin	2
UCcnwwOJqzBrQNqVmgWjEY_w	Highdeology	2
UCiH828EtgQjTyNIMH6YiOSw	Channel Awesome	3
UCHLvRrh35NGm1Bo1fcGIddQ	TJdoeslife	2
UCQLC7lufnMRoxJkkkMAJEUQ	Hallcyon Bombadil	2
UC4NpbPE75Cb1xkbDLWq8WuA	DEEP FAT FRIED	2
UCdUdP5BeOsua_j3u-0ZbL5w	ThinkTank	10
UCwTcFaOYFjIbxHjrmP0ptxw	What The Flick?!	11
UCFLRxVeYcB1H7DbuYZQG-lg	The Laura Flanders Show	2
UCjAjmgMNFoFsTAFwuZLnZNQ	Citizen Radio	1
UCrIJiOyWmd4UAEDSnuc8FXA	breakroomlive	1
UCyvaZ2RHEDrgKXz43gz7CbQ	Redacted Tonight	2
UCaLfMkkHhSA_LaCta0BzyhQ	Munchies	15
UC0iwHRFpv2_fpojZgQhElEQ	Noisey	14
UC9ISPZsMaBi5mutsgX6LC1g	i-D	14
UCfQDD-pbllOCXHYwiXxjJxA	Broadly	13
UCWu9QuHF-dcakBmhullIH6w	Waypoint	9
UCB6PV0cvJpzlcXRG7nz6PpQ	Motherboard	16
UCWF0PiUvUi3Jma2oFgaiX2w	VICELAND	15
UC8C8WuWSsFjWFaTHcUQeQxA	VICE Sports	14
UC8ZyfGD_qP-v75DGCzYQw6g	VICE Asia	1
UCYB6UxeSTHJyEMq-clobnrg	VICE en Espa\xc3\xb1ol	3
UCiZCX1R1F3xYGbeXq1JscKA	VICE Japan	11
UCIZ3xweMcx1XUlcwRESbmBw	VICE Arabia	1
UCNDUud96oGK5xQ9gyg913vw	Desus & Mero	1
UCroeDtD1dtd1leuxUHDMTXQ	Tonic	4
UCflb1gG-X1dy1Ru5JIk5sPw	Amuse	6
UCDgMtdrXgvKs06UTpwraz8A	David Doel	2
UCC5rHuQiVcpElGAd9qHaQ5A	Eleven21 Productions	1
UCsGONrYTksBI250Fbp6fR-g	Zoon Politikon	1
UCrmm_7RDZJeQzq2-wvmjueg	The Real News Network	1
UCVY0aIaw-V9GbWmlab4Z_dw	Libertarian Socialist Rants	2
UCK-6FjMu9OI8i0Fo6bkW0VA	Democracy At Work	2
UCPNMR_iABvyFmc3G9i1r3Lw	The Venus Project	1
UCS29pPRptYqNsDqfeCU507A	Tim Black	1
UCRDSOUdJqiP_e9dq0ayLPaA	Benjin	1
UCRe0HBxBFF_B3qi_BBiYLrQ	Battles of the Ancients	1
UCD1eu28G17Uabr9u2id7EYg	happycompy	1
UCXS0JFk31LrJ_orjoOAYXrQ	STYX	1
UC8XjmAEDVZSCQjI150cb4QA	Knowing Better	3
UC-JWw2juO3Ikj5C9VsNoGIw	M. Laser History	3
UCaQzyr4MWn1b9W4TdpxxeKw	Jack Rackam	3
UCO-8Osf4S3N0m7u1NivTfeg	Phrenotopia	2
UCxTdWpLJurbGlFMWOwXWG_A	Step Back History	4
UCmYesELO6axBrCuSpf7S9DQ	Mr. Beat	3
UCG6tBbWzY_ZR4_rd72vp6CA	Alliterative	1
UCT3v6vL2H5HK4loLMc8pmCw	VisualPolitik EN	1
UC38LAd2sNEBPw4d_9JqLZrw	Oeil Critique	1
UC25tOdWmGRvMX3-H2wzs-yg	Talks with a Spy	2
UCJxTa2nX3rp5P5DbTqv7XUQ	The Great War en Espa\xc3\xb1ol	1
UCGp4u0WHLsK8OAxnvwiTyhA	British Path\xc3\xa9	1
UClq1dvO44aNovUUy0SiSDOQ	C&Rsenal	1
UCrfKGpvbEQXcbe68dzXgJuA	Forgotten Weapons	1
UCK09g6gYGMvU-0x1VCF1hgA	Military History Visualized	5
UChl-XKVVBAzoEVsnbOfpcqw	The Tank Museum	2
UCmpahmxWXajV0-tuMMzSzAg	Military Aviation History	2
UC-aoMrWqVF09ZKKiWhLLReg	Invicta Gaming	1
UCGUg3kP8pEPQu3b9gs0cisg	Geography Planet	1
UCfdNM3NAhaBOXCafH7krzrA	The Infographics Show	1
UCPdc6bs3I8s6Y4QE_3g3MZw	Simple History 2	1
UC-OeeABMVPNCsPqW5VY6jWg	Military Division	2
UCVijqSYKJeeOhcaHkvaQ3wA	MILITARY CHANNEL	2
UCFWjEwhX6cSAKBQ28pufG3w	Matsimus	1
UCBeWGn3mho4_5Og6D4jHbXw	Gung Ho Vids	2
UCSo7erf1YxIr59mhozWQzPg	MilitaryCorner	1
UCyVyzkif1ai1oyhDqmKTYIA	Moura Graphics	1
UC4FYwBasJ4MTe9iV-Ofykeg	Drew Berquist	2
UC3LmZTw9hHS5Nfd4JG-JUpA	Andrey Filatov	1
UCittVh8imKanO_5KohzDbpg	Paul Joseph Watson	1
UCL_f53ZEJxp8TtlOkHwMV9Q	Jordan B Peterson	1
UCIveFvW-ARp_B_RckhweNJw	StevenCrowder	2
UCtj0dD4iL8Rn1pyL4ioLhOQ	Silicon Real	1
UCaKZDEMDdQc8t6GzFj1_TDw	Be Inspired	1
UCpmZQGTZXn9xd4nN59pbIWQ	Absolute Motivation	1
UCMNUBj9ZdoY_IFobkxvdLXQ	American Real	1
UCYCUR_BNSrdC2GF3zB0ky9Q	New York Real	1
UC1Aq3T1GmKcObLqo1YIU_Ww	Bulletproof	1
UC3s8tC_YcKuv3s_ikro5G9w	Mike Maloney	2
UCXitLCsrhQISz3WK4FyZhBQ	Mike	2
UC4QZ_LsYcvcq7qOsOhpAX4A	ColdFusion	1
UCG-G8LLr38fQUNZU8K0t-EA	Greg Hunter	1
UC-EREEErQQqgYNyNB4YGQnQ	Patrick	2
UCx_SEanFxmYdkylVM1v3RDg	TheIncredibleSaltMine	2
UC7SeFWZYFmsm1tqWxfuOTPQ	Count Dankula	3
UCfwE_ODI1YTbdjkzuSi1Nag	TheQuartering	3
UC2h3yPmh9TfQv2z3aTDTHHA	Andywarski	3
UC3C9u_BSiOCQQGI4pjey9dQ	Galactic Bubble Productions	2
UCD2_cj930dB0H-tVDoKdt3Q	Twoon	1
UCb0QTecumjAA5lNai9y5nng	Memorie Holiday	1
UC-oGhTTXFHBydqyG-ENiwTw	Barbara4u2c	3
UC7e57qWIEAZTQAaFwHpKdlw	SomeBlackGuy	3
UCbzlkgBh8dcvTlreNC1hGig	Roaming Media	1
UC9bMcW0MFzOAgfQ-7et47zw	NoFilter with Ana Kasparian	9
UCl9roQQwv4o4OuBj3FhQdDQ	The Damage Report	11
UC8Ap0a-VRZALdStTdipHGuA	TYT Live	11
UCPhKAfBMRI-GDozE1ldix3A	Ana Kasparian	12
UC0sFEKJBHib80EgaMuYbamw	Mariguana	9
UCvb-DqrtgHRX-hPypnjfkdw	The Point with Ana Kasparian	9
UCVa_VOxnPSJe49poc7DW2yQ	Pop Trigger	9
UCVRryjitgzUEtDJRYf58kfA	NerdAlert	8
UCBeyuzUWyvDAVpS_ibwMwnA	TheLipTV	3
UCj3QvyloFJGzObheCoDJkAQ	Wolf-PAC HQ	8
UCvfqzVyYyA1zOhzUrWoo5Pw	Bit Sy	6
UCojyMa8nF15PuwEu8VnsGCA	Cynically Tested	8
UCk5GaSHYg6hMNqK1N_h6Y-w	Interloper Films	6
UCCxFk17uVfA4NvjrbYXn2MQ	Old School	7
UCtroceBofFo4inbELv1CgjA	Snarkipedia	2
UCB14snoJKEyyDMS-2YvNYhQ	D Train	3
UC6co8_uGCP_EUQKGZguG63Q	LeeCamp	2
UCPcrYfhhEFArZ1IInN3dwJQ	TYT Underground	1
UCfmE_ecTt4nnJvdLxE9XlIA	Crypto Corner	4
UCIaAkrszD7vt2uht8glGR_A	WorldViewShow	2
UC3XTzVzaHQEd30rQbuvCtTQ	LastWeekTonight	1
UCswH8ovgUp5Bdg-0_JTYFNw	Russell Brand	2
UC_70iWZ6ym2cglS_kv5YfmA	mediamatters4america	1
UCswDowOOvJ-fkCgH9YAITjQ	Upworthy	1
UCX1QptigcsbBubVqtB1JK7g	ATTN:	1
UCB6NqtCiy3ptrUCJ9w-wMlg	drcoolsex2	3
UCdeg_m836H-3CP5L_nXrw6g	alexcharak	4
UCKy3KYVHbPc0WoD67r8SMZQ	Dustin Drury	4
UCJXgzXOqvUtDeGM5gfw4sCA	gregorymurtha	4
UCDDqoN4fdQQzCgXCuHoRCAg	POYKPAC Comedy	1
UCXnZEYmPwNz2oOBbsEoY_4A	digitsshow	2
UCfQF-wBcQByClirClsr8-1w	DiGiTSDeclassified	2
